,getIVP,getHRP,getCLA
0,0.1021196991079123,0.14773321520836724,0.10867258801998902
1,0.21021453957519465,0.19905512549194837,0.043158979135277775
2,0.261834474469131,0.08652526091483193,0.24885281671431492
3,0.18811252226783126,0.3383436262579027,0.21970450677944986
4,0.12645208708116673,-0.049489852062965856,0.09394532044654169
5,-0.03937111054491482,0.042168700636313616,-0.05668000381408489
6,0.44138735599854506,0.22301966920118077,0.3663643411617912
7,0.23706078274718068,0.2541910074499365,0.12172113358603887
8,0.19916601018276792,0.2533676710019772,0.32586227447363925
9,0.19190386655939684,0.08554857655345605,-0.1252691453817648
10,-0.10438370286535259,-0.06128022276145262,-0.09678917513596841
11,0.32422105289559044,0.24575768847080703,0.2307534805411331
12,0.177801530033187,0.08514635167314966,0.2495241641475574
13,1.2801524661339525,0.9653977942119156,1.4460696770264487
14,-0.07615297440971303,-0.0007862090570505131,-0.038088332625947685
15,0.8128073177468615,0.589061421452874,1.0121713013763372
16,0.43980281741517624,0.2860006852953969,0.29294253580999907
17,-0.14987422469272815,-0.08598147332554362,-0.2075374447131313
18,0.07476859037955363,0.09686516117679278,-0.08955915305307405
19,0.36060874231756324,0.36503685639869166,0.2427412068177246
20,0.7346970830140707,0.7284286646941676,0.5349318564774883
21,0.10520497972424203,0.10465943969032732,0.37525878496991205
22,0.3021410941902394,0.4657071313543846,0.22647761062281324
23,0.6090737475626309,0.4426614828700519,0.2711967383701075
24,0.28822052435674683,0.3230160268987641,0.05856868384354352
25,0.1380169103264508,0.051863716397867465,0.03795814474262782
26,0.7622539913517867,0.5772927586790955,0.4811383118833037
27,0.7817913229933973,0.5710729351743979,0.43344716155907737
28,-0.1599141853256083,-0.143420375015881,-0.147616750768243
29,0.473656838885141,0.4141693740606718,0.3350803249896206
30,0.4113954183683126,0.6034574227405032,0.4928378182115922
31,-0.23282885112406881,-0.23031205797917664,-0.279589552597698
32,-0.15905284867015312,-0.15175003791040398,-0.19741995022770364
33,0.4519173398947798,0.4915860688136984,0.1098141933901815
34,-0.20284132339477945,-0.14228886174244437,-0.14871580758600356
35,0.013534421423428977,0.006681045827777066,0.11971394012492453
36,0.7660522130992129,0.43548191880281206,1.1240741827323708
37,0.06948478386929069,0.039333195692633716,-0.008201029580794938
38,0.008842432877592898,-0.007590550118014239,-0.01643542753149574
39,0.3808633163128685,0.35313590340788736,0.2445603891741368
40,0.33126060352311226,0.2039019354323821,0.3610476242871439
41,0.5445272155146443,0.23863102836367767,0.04696111012827564
42,0.42186353034536905,0.3385160933543274,0.14265271799602197
43,-0.11547706751257192,-0.05344772274624687,-0.18194227452912393
44,0.458429079972962,0.1749519420429988,0.5425350375498008
45,0.37315294269287547,0.23557416685499222,0.0016090595901152582
46,0.4349145146400979,0.2998791658719784,0.05949595860862056
47,0.5145656990909366,0.48492621379427625,0.4752066051203818
48,0.4640982417927868,0.39904705342931557,0.5002739793322106
49,0.46812890463797174,0.34360061700079103,0.4329236844582489
50,-0.08412381929587431,-0.058505523061331055,-0.07610214344879318
51,-0.171280905234244,-0.12890108913382992,-0.20477473238604915
52,0.23307489734067444,0.15724759837286295,-0.016464114714333844
53,0.1851066853747083,0.1776913352219467,0.09333911672664863
54,-0.13260209391275912,-0.06078427437803802,-0.15005325009399118
55,0.59081075871752,0.5051961957302922,0.5328145404455291
56,-0.06776089657657802,-0.06044691512832934,-0.07083482125350637
